date,headline,content,url,source,country,primary_agenda,primary_category,political_categories,cultural_categories,political_score,cultural_score
2023-03-01,Förslag: Slarv med a-kassan ska ge straffavgift,"Den som slarvar eller fuskar med arbetslöshetsersättningen ska kunna få en sanktionsavgift, föreslår regeringens utredare. Regeringen vill skärpa arbetet mot bidragsbrott. Som ett led i det har en utredning tillsatts som nu presenterar en delredovisning inom arbetsmarknadsområdet. Läs mer här.",https://www.dn.se/direkt/2025-11-05/forslag-slarv-med-a-kassan-ska-ge-straffavgift/,DN,sweden,cultural,work_culture,governance,work_culture,1,1
2023-02-26,Äldsta dottern 70 – yngste sonen 5,"Amanda Zaza chevron-right Publicerad 2025-11-03 16.48 Bernie Ecclestone, 95, har en unik familjesituation. Hans äldsta barn är 70, och hans yngsta är fem år. – Det är speciellt, säger han enligt Daily Mail. Den tidigare F1-toppen har precis fyllt 95 år, och nu har han öppnat upp om sin unika familjesituation. Miljardären ska ha ha firat sin födelsedag i stillhet med sin familj i den schweiziska byn Gstaad tillsammans med sin fru Fabiana, 49, och deras femårige son Ace. Paret delar upp sin tid mellan Schweiz och Brasilien och han säger i en intervju med tyska Bild att de är fokuserade på familjelivet och att uppfostra sin son tillsammans. – Ace är en underbar pojke. Han är smart, nyfiken och intresserad av allt, säger Ecclestone. Men det är inte hans enda barn – och familjesituationen är minst sagt speciell. Hans äldsta dotter Deborah fyllde nyligen 70 år. Medan Ace precis har börjat skolan. – Det är verkligen märkvärdigt. Man tittar på äldsta och yngsta och inser hur mycket som har hänt däremellan, säger han.",https://www.aftonbladet.se/sportbladet/a/mPG7OL/bernie-ecclestone-om-sin-familjesituation,Aftonbladet,sweden,cultural,arts,,arts,0,1
2023-02-24,Svajigt i Novo Nordisk efter ny prognossänkning,"En utskrift från Dagens Nyheter, 2025-11-05 12:14 Artikelns ursprungsadress: https://www.dn.se/ekonomi/svajigt-i-novo-nordisk-efter-ny-prognossankning/ Den danska bantningsjätten Novo Nordisk missar återigen att leva upp till förväntningarna. Det tidigare succéföretaget har haft stora problem senaste året när konkurrensen hårdnat. Aktiekursen föll inledningsvis 4-5 procent, men vände snabbt till plus. Hittills i år är aktien ned 50 procent. Är du redan prenumerant, logga in för att fortsätta läsa. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår.",https://www.dn.se/ekonomi/svajigt-i-novo-nordisk-efter-ny-prognossankning/,DN,sweden,cultural,arts,economy,arts,1,1
2023-02-20,Fosterskadande kemikalier i piratkopierade Labubus: ”Väldigt allvarligt”,"En utskrift från Dagens Nyheter, 2025-11-05 12:11 Artikelns ursprungsadress: https://www.dn.se/sverige/fosterskadande-kemikalier-i-piratkopierade-labubus-valdigt-allvarligt/ Flera piratkopierade Labubudockor innehåller höga halter av ämnet DEHP, enligt Kemikalieinspektionens tester. Ämnet kan skada foster och har varit förbjudet i leksaker i Sverige i över 20 år. – Att det är i leksaker är extra allvarligt eftersom barn är känsligare för farliga kemikalier, säger Frida Ramström från Kemikalieinspektionen. Är du redan prenumerant, logga in för att fortsätta läsa. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår.",https://www.dn.se/sverige/fosterskadande-kemikalier-i-piratkopierade-labubus-valdigt-allvarligt/,DN,sweden,cultural,arts,elections,arts,1,1
2023-02-19,Britt-Marie Mattsson: Dick Cheney beskylldes ibland för att vara mer president än presidenten,Den förre vicepresidenten Dick Cheneys eftermäle är blandat. Han kritiseras för att ha varit hjärnan bakom den misslyckade invasionen av Irak 2003. Men hyllas också för sin rakryggade uppställning för demokratin vid stormningen av Kapitolium 2021.,https://www.gp.se/nyheter/varlden/dick-cheney-beskylldes-ibland-for-att-vara-mer-president-an-presidenten.46b16c7f-25e9-4745-9a2a-6bf6e3cbd6ef,GP,sweden,unclassified,,,,0,0
2023-02-13,Akut säkerhetsmöte efter drönarlarmen i Belgien,"Belgiens premiärminister Bart De Wever kallar till ett akut regeringsmöte efter de upprepade drönarlarmen. Tisdagskvällens drönarlarm fick flera flygplatser i Belgien att stänga i flera omgångar. Trafiken på Brysselflygplatsen Zaventem står fortsatt delvis still på onsdagen. Bryssels främsta flygplats Zaventem varnar för fortsatta förseningar och inställda flyg ”av säkerhetsskäl” under dagen. Mötet i regeringens säkerhetsråd hålls på torsdagsmorgonen efter förfrågan från landets inrikesminister. Även i helgen kom rapporter om oidentifierade drönare över Belgien, bland annat nära en militärbas där USA förvarar kärnvapen. Försvarsminister Theo Francken sade då att flygningarna sannolikt var en ”spionerioperation” med syftet att destabilisera. TT-AP",https://www.dn.se/direkt/2025-11-05/akut-sakerhetsmote-efter-dronarlarmen-i-belgien/,DN,sweden,political,governance,"governance,defense",arts,3,1
2023-02-08,Javascript är avstängt,"I en krönika i British Vogue ställer sig journalisten Chanté Joseph frågan om det har blivit pinsamt för heterosexuella kvinnor att ha pojkvän. Nu har krönikan blivit viral. Förr i tiden talade många om att det gav status att ha en pojkvän. Men nu verkar något ha förändrats. Den självständiga singelkvinnan har tagit över tronen i den sociala hierarkin. Det menar i alla fall journalisten Chanté Joseph i sin krönika som har skapat debatt på Tiktok. Men skäms tjejer för sina killar? Vi har tagit tempen på stan. Se deras svar i videon ovan. Uppdaterad5 november 2025 kl 09:06 Publicerad5 november 2025 kl 03:58 SVT:s nyheter ska stå för saklighet och opartiskhet. Det vi publicerar ska vara sant och relevant. Vid akuta nyhetslägen kan det vara svårt att få alla fakta bekräftade, då ska vi berätta vad vi vet – och inte vet. Läs mer om hur vi arbetar.",https://www.svt.se/nyheter/utrikes/nya-trenden-pinsamt-att-ha-en-pojkvan,SVT,sweden,cultural,arts,parties,arts,1,1
2023-01-31,Förslaget: Skrota Millennium – och ersätt med modulär lösning,"Millennium skulle införas som nytt journalsystem för vården i Västra Götalandsregionen. Så ser det inte ut att bli. På måndagen kom slutrapporten från de utredare som har analyserat situationen. Förslaget är att införandet av Millennium inte återupptas, utan ersätts av en modulär lösning. – Detta är det bästa för våra invånare och patienter, eftersom det är det bästa för våra medarbetare, som får mer tid över till patienter, säger Per Albertsson, som har varit beslutsfattare i samordningsgruppen.",https://www.gp.se/nyheter/vastsverige/forslaget-skrota-millennium-och-ersatt-med-modular-losning.720890d8-ef7d-4d7c-9bcd-d79805b4d0cb,GP,sweden,unclassified,,,,0,0
2023-01-30,Franska medborgare släppta från fängelse i Iran,"Två franska medborgare som suttit frihetsberövade i Iran i över tre efter att ha dömts för spionage har släppts från fängelset, meddelar Frankrikes president Emmanuel Macron. Macron skriver i ett inlägg på X på tisdagskvällen att de båda, Cécile Kohler och Jacques Paris, är på väg till den franska ambassaden i huvudstaden Teheran. ”Jag välkomnar detta första steg. Dialogen för att underlätta deras återvändande till Frankrike så snabbt som möjligt fortsätter”, heter det i inlägget. De två greps i maj 2022 under den sista dagen av en turistresa, och Frankrike hyser misstankar om att de två frihetsberövats för att kunna ingå i en eventuell fångutväxling med iranier som dömts till fängelsestraff i Frankrike. Bland utländska fångar som sitter i iranska fängelser finns forskaren Ahmadreza Djalali, som blev svensk medborgare 2018. Han har dömts till döden för spionage i Iran.",https://www.aftonbladet.se/nyheter/a/Pp6yMe/franska-medborgare-slappta-fran-fangelse-i-iran,Aftonbladet,sweden,unclassified,,,,0,0
2023-01-22,Kontakta SvD-redaktionen,"För att skicka e-post till en medarbetare: skriv adressen enligt syntaxen fornamn.efternamn@svd.se (åäö ersätts med a eller o). Har du ett nyhetstips? webbredaktion@svd.se Koll/nyhetsredaktionen Chef koll: Pär Karlsson Utvecklingsledare: Petter Forslund Fokus Chef fokus och SvD Näringsliv: Claes Lönegård Utvecklingsledare: Mikael Larsson Chef pengar: Alexander Hultman Chef tech: Sophia Sinclair Utrikeschef: Sara K Lindquist Chef politik: Maggie Strömberg Berättande Chef berättande: Madelaine Levy Chef ljudberättande: Mattias Wikdahl Chef grävredaktionen: Anna Tiberg SvD Kultur Chef SvD Kultur: Ida Ölmedal Fler kontaktuppgifter till kulturredaktionen finns här. TillväxtChef tillväxt & produktutveckling: Inanna Lallerstedt Chef redaktionell tillväxt: Johan Silfversten Bergman Chef sociala medier & video: Matilda Lundberg LivetChef Livet: Joanna Drevinger Redaktör Idagsidan: Maria Carling idag@svd.se E-SvD och print Chef: Malin S Ånell Ledarredaktionen Politisk chefredaktör: Tove Lifvendahl ledarsidan@svd.se Debatt Debattredaktör: Carina Stensson debatt@svd.se Tel 08-13 51 49 SvD Junior Chefredaktör och ansvarig utgivare: Stina Cederholm Mat & dryck Redaktör: Jan Ekholm Redaktör: Catharina Swartz Redaktör: Isabelle Brandhofer Perfect Guide Redaktör: Hugo Rehnberg Redaktör: Catharina Swartz Foto/grafik picturedesk@svd.se Redaktionschefer och stf ansvariga utgivare Erik Hedtjärn Viktor Ander Chefredaktör, ansvarig utgivare och vd Lisa Irenius",https://www.svd.se/a/gwAJV1/kontakta-svd-redaktionen,SvD,sweden,cultural,cultural_identity,economy,"cultural_identity,arts,technology_culture",1,3
2023-01-21,Myggsmitta sprider sig i Europa – fall i Berlin,"En utskrift från Dagens Nyheter, 2025-11-05 12:12 Artikelns ursprungsadress: https://www.dn.se/varlden/myggsmitta-sprider-sig-i-europa-fall-i-berlin/ Flera europeiska länder rapporterar utbrott av West Nile – ett myggburet virus som rör sig norrut till följd av klimatförändringarna och nu även har hittats i Berlin. – Det finns ett behov för allmänheten att hålla sig uppdaterad i nuläget, säger Klara Sondén, infektionsläkare och biträdande statsepidemiolog. Är du redan prenumerant, logga in för att fortsätta läsa. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår.",https://www.dn.se/varlden/myggsmitta-sprider-sig-i-europa-fall-i-berlin/,DN,sweden,cultural,arts,foreign_policy,arts,1,1
2023-01-20,Javascript är avstängt,"I en krönika i British Vogue ställer sig journalisten Chanté Joseph frågan om det har blivit pinsamt för heterosexuella kvinnor att ha pojkvän. Nu har krönikan blivit viral. Förr i tiden talade många om att det gav status att ha en pojkvän. Men nu verkar något ha förändrats. Den självständiga singelkvinnan har tagit över tronen i den sociala hierarkin. Det menar i alla fall journalisten Chanté Joseph i sin krönika som har skapat debatt på Tiktok. Men skäms tjejer för sina killar? Vi har tagit tempen på stan. Se deras svar i videon ovan. Uppdaterad5 november 2025 kl 09:06 Publicerad5 november 2025 kl 03:58 SVT:s nyheter ska stå för saklighet och opartiskhet. Det vi publicerar ska vara sant och relevant. Vid akuta nyhetslägen kan det vara svårt att få alla fakta bekräftade, då ska vi berätta vad vi vet – och inte vet. Läs mer om hur vi arbetar.",https://www.svt.se/nyheter/utrikes/nya-trenden-pinsamt-att-ha-en-pojkvan,SVT,sweden,cultural,arts,parties,arts,1,1
2023-01-17,Strid om blodsregeln – och förbud mot mobiltelefon,"En utskrift från Dagens Nyheter, 2025-11-05 12:13 Artikelns ursprungsadress: https://www.dn.se/sport/strid-om-blodsregeln-och-forbud-mot-mobiltelefon/ Förslaget till förändring av blodsregeln i hoppningen – där omedelbar uteslutning föreslås omvandlas till ett varningssystem – möts av motstånd. På fredag ska förslaget till regelförändringen behandlas på FEI:s årsmöte, men redan på förhand står det klart att Sverige tillsammans med flera andra länder inte kommer att ställa sig bakom det. Är du redan prenumerant, logga in för att fortsätta läsa. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår.",https://www.dn.se/sport/strid-om-blodsregeln-och-forbud-mot-mobiltelefon/,DN,sweden,cultural,arts,,"arts,sports",0,2
2023-01-09,Shein sålde sexdocka som liknar barn,"Fast fashion-jätten Shein sålde sexdockor som liknar barn. Företaget hotas nu av förbud i Frankrike. – Det här är olagliga pedofila föremål som rovdjur ibland tränar på innan de förgriper sig på barn, säger barnkommissionären Sarah El Haïry till Le Parisien. Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Franska myndigheter polisanmäler Shein för barnpornografisk sexdocka. Protester och krav på förbud mot Shein i Frankrike. Shein tog bort dockan och säger att händelsen utreds internt. Shein har tidigare fått miljardböter för lagbrott i Europa. I torsdags upptäckte det franska konsumentverket (DGCCRF) en särskild produkt på den kinesiska lågprissajten Sheins hemsida: en 80 centimeter hög sexdocka som såg ut som en liten flicka. Dockan höll i en nallebjörn och hade svarta flätor samt stora ögon. Den kostade drygt 2000 kronor och beskrevs på följande vis: ”Sexdocka för manlig onani, med erotisk kropp och äkta vagina och anus.” DGCCRF polisanmälde innehållet på grund av dess ”barnpornografiska natur” och en utredning pågår. – Annonserna chockade oss särskilt. Föreställ dig ett barn som surfar på sajten, letar efter en docka och av en slump stöter på dessa produkter, säger Alice Vilcot-Dutarte, talesperson för DGCCRF, till Le Parisien. Dockan har rört upp starka känslor i Frankrike. Händelsen sker bara dagar innan Shein ska öppna sin första fysiska butik i varuhuset BHV i Paris på onsdagen. Barnrättsaktivister har samlats utanför varuhuset för att protestera, med skyltar som ”Shein deltar i pedofil kriminalitet”. Frankrikes finansminister har hotat med att förbjuda sajten helt. Även aktörer inom klädbranschen har kritiserat etableringen och menar att den förstör konkurrensen på marknaden. Shein tog bort produkten i lördags och uppger att en intern utredning pågår. Det är oklart hur länge annonserna låg ute. ”De aktuella produkterna togs omedelbart bort från plattformen så snart vi blev medvetna om dessa allvarliga brister”, skriver företaget till Reuters",https://www.expressen.se/nyheter/varlden/shein-salde-sexdocka-som-liknar-barn/,Expressen,sweden,cultural,lifestyle,"governance,foreign_policy","lifestyle,arts",2,2
2023-01-07,Expressen Direkt,"Det är stopp i trafiken på E4 utanför Norrköping, skriver polisen. En bil har vid 20.18 av oklar anledning kört in i mitträcket. Enligt polisen är det stopp vid trafikplats 115, vid Norsholm. Det är oklart om någon skadats. En fil är öppen i norrgående riktning. Bryssels flygplats Zaventem har stängt av trafiken efter att drönare upptäckts i luftrummet, rapporterar Le Soir. Det var strax efter klockan 20 som drönare rapporterades i luftrummet ovanför flygplatsen. – Som en försiktighetsåtgärd stängdes all flygtrafik tillfälligt av, säger Kurt Verwilligen, talesperson för Skyes, den belgiska flygtrafikledningen, till Le Soir. Flygtrafiken uppges bland annat ha omdirigerats till flygplatsen i Liège. Det är stopp i trafiken på E4 utanför Norrköping, skriver polisen. En bil har vid 20.18 av oklar anledning kört in i mitträcket. Enligt polisen är det stopp vid trafikplats 115, vid Norsholm. Det är oklart om någon skadats. En fil är öppen i norrgående riktning. Stora delar av Norrby ska vara påverkade av ett strömavbrott på tisdagskvällen, skriver BT. Nätkraft Borås skriver på sin hemsida: ”Just nu har vi en störning i elnätet och vår personal arbetar med att lösa problemet. När det finns mer fakta kring störningen kommer informationen att uppdateras.” En man har hittats med stick- eller skärskador i stadsdelen Sofielund i Malmö, uppger polisen. Larmet kom in strax efter klockan 18 på måndagskvällen. Mannen fördes till sjukhus med oklara skador.  Vad som har hänt är ännu inte fastställt, men händelsen utreds som försök till mord. – Det är avspärrat och informationsinhämtning pågår. Han vårdas på sjukhus, det är ett oklart skadeläge, säger Evelina Olsson, presstalesperson vid polisregion Syd.  Enligt polisen ska mannen själv ha tagit sig från brottsplatsen till ett gym i närheten, där han påträffades. Ingen person är frihetsberövad i nuläget.  – Det är olika polisresurser på plats – hundpatruller, vanliga patruller och tekniker. Det är standard vid den här typen av händelse",https://www.expressen.se/nyheter/expressen-direkt/?post=c1ab2521-f37d-49c5-a07b-85c274b85e61,expressen,sweden,cultural,arts,,arts,0,1
2023-01-02,Våldtäktsindustrin: Jakten på den svenska tvåbarnspappan (del 1 av 2),"I april i år stormar specialagenter ett lyxhotell i Filippinerna. De är på jakt efter en svensk tvåbarnspappa, som misstänks vara inblandad i en global våldtäktsindustri. Det handlar om män i västvärlden som köper distansövergrepp på barn. Den här världen har infiltrerats av “Mike” – en amerikansk under cover-agent, som låtsas vara nätpedofil. Han har hittils lyckats rädda hundratals barn.Programledare: Elinor Ahlborn. Med Kristoffer Örstadius, granskande reporter på DN.Producent: Linnéa Hjortstam.",https://www.dn.se/podd/spotlight/valdtaktsindustrin-jakten-pa-den-svenska-tvabarnspappan-del-1-av-2/,DN,sweden,unclassified,,,,0,0
2022-12-28,Har du ett nyhetstips eller bilder?,"Vill du dela med dig av information, bilder eller filmer? Sms:a till 0790-643 643 eller mejla till tipsa@expressen.se. Du når oss också direkt via krypterade gratisappar som Signal och WhatsApp, och kan använda vår krypterade tipsa-tjänst för känsliga nyhetstips. Vi betalar för nyhetsbilder och tips efter överenskommelse. Din rätt att vara anonym är skyddad i lag. Nedan har du alla nummer och kontaktvägar till Expressens redaktion. Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Vill du skicka ett nyhetstips till Expressens redaktion via din mobiltelefon? SMS:a till nummer 0790-643 643. Har du tagit en bra bild eller video som du vill skicka till Expressen? MMS:a den till nummer: 0790-643 643. Har du ett nyhetstips, bilder eller video som du vill mejla? Skicka till tipsa@expressen.se Vill du skicka ett känsligt nyhetstips? Här kan du lämna tips, krypterat och säkert. Journalister har en grundlagsstadgad tystnadsplikt om identiteten på tipsare. Du kan också ringa oss. Expressens redaktion är alltid bemannad, 24 timmar om dygnet, 365 dagar per år. Ring Expressens tipslinje: 020-22 22 20 eller till Expressens växel på nummer 08-738 30 00. Bor du i Sydsverige och har nyhetstips till oss, kan du ringa redaktionen hos vår sydsvenska edition Kvällsposten i Malmö. Du ringer: 040-602 01 00. Bor du i Västsverige kan du i stället ringa vår västsvenska edition GT i Göteborg. Du når dem på: 031-725 90 00. WhatsApp är en gratisapp för krypterade textmeddelanden, bilder och video. Du kan också använda den för att ringa upp Expressens redaktion och du får då tala direkt med en av våra erfarna nyhetschefer. WhatsApp ägs av Facebook och sparar en del användaruppgifter. Här är Expressens mobilnummer där du når oss på WhatsApp: 0736339623. Ladda ner WhatsApp från Appstore och Google Play. På Facebook når du vår redaktionen dygnet runt med nyhetstips. Expressen är störst av de svenska medierna på den största sociala medier-plattformen, Facebook. Hitta oss på www.facebook",https://www.expressen.se/nyheter/har-du-ett-nyhetstips-eller-bilder/,Expressen,sweden,cultural,cultural_identity,,"cultural_identity,arts",0,2
2022-12-27,Efter sexköpen – hotell stängs av polis,"Under torsdagen meddelade polisen att de för första gången stoppat verksamheten hos ett hotell på grund av omfattande problem med prostitution. Mellan april 2024 och augusti 2025 har det funnits 60 ärenden gällande köp av sexuell tjänst i lokalerna, enligt SVT:s uppgifter. Trots att problemen påtalats har de inte åtgärdats under längre tid, vilket är varför polisen valt att stoppa verksamheten. Polisen har även utdömt vite om fem miljoner kronor mot hotellet. Guestits vd säger att man upphört med uthyrningar i lokalerna men överklagat beslutet.",https://www.svt.se/nyheter/video/12b418d5aa99b83e-polisen-stanger-hotell-pa-sodermalm/46axpn,SVT,sweden,political,elections,elections,,1,0
2022-12-04,Kinas vändning kan få enorma effekter,"Kinas utsläpp tycks nu ha börjat minska, om än från höga nivåer. ”Vi ser tydliga tecken på att vi rundat ett hörn”, säger klimatforskaren Johan Rockström. Det har varit på gång länge – och nu kan toppen vara nådd. Kina, världens största utsläppare av växthusgaser, kan ha passerat ”peak utsläpp”, trots att efterfrågan på el fortfarande ökar snabbt i landet. Den främsta förklaringen är de senaste årens snabba utbyggnad av solenergi.",https://www.svd.se/a/93gvd9/kinas-utslapp-minskar-vandningen-kan-fa-enorma-effekter,SvD,sweden,unclassified,,,,0,0
2022-12-04,Javascript är avstängt,"I två år har Nadine Musleh längtat efter att gå i skolan. Efter att vapenvilan inletts har en skola öppnat i tältlägret i Deir al-Balah där hon bor, men klasserna är fulla. – Jag började gråta och frågade om jag kan få lära mig något enkelt bara? Men de sa att jag får komma tillbaka om någon slutar, berättar hon. Tre veckor efter att vapenvilan i Gaza inleddes fruktar många Gazabor att kriget kan ta fart igen. I tisdags dödades fler än hundra människor i israeliska bombningar efter att en israelisk soldat skjutits ihjäl i södra Gaza. Enligt Israels militär och de lokala Hamaskontrollerade hälsomyndigheterna var tre fjärdedelar av de som dödades civila. 46 av dem var barn. – Vi var så glada när de berättade om vapenvilan. Men nu vet vi inte om bombningarna kommer att börja igen, säger Nadine. Publicerad1 november 2025 kl 18:47 SVT:s nyheter ska stå för saklighet och opartiskhet. Det vi publicerar ska vara sant och relevant. Vid akuta nyhetslägen kan det vara svårt att få alla fakta bekräftade, då ska vi berätta vad vi vet – och inte vet. Läs mer om hur vi arbetar.",https://www.svt.se/nyheter/utrikes/elvaariga-nadine-i-gaza-om-vapenvilan-haller-kan-jag-leva-igen,SVT,sweden,cultural,arts,parties,arts,1,1
2022-11-30,Höstens stora utropstecken,"Äntligen måndag och återigen dags att hylla de spelare som stått ut samt lyfta fram andra händelser på- och vid sidan av isen som är värda en plats i strålkastarnas ljus. Veckans lag #8 Målvakt: Foto: Daniel Eriksson / BILDBYRÅN I skadade Marcus Gidlöfs frånvaro har Jakob Hellesten spelat riktigt bra. Hellsten höll nollan mot både Malmö och Rögle under den gångna veckan. Han kom upp och svarade för några riktigt bra räddningar i slutet av den andra perioden mot Rögle när Lubos Horky och Karson Kuhlman hade ett par vassa chanser. Hellsten har tagit stora kliv den här säsongen och har överlag stått för ett bra och stabilt målvaktsspel. Bubblare: Oskar Blomgren Malmö Backar: Foto: Johan Löf / BILDBYRÅN I rivalmötet mot Luleå i tisdags var Pudas som vanligt inblandade i det mesta som hände på isen. Mot Brynäs och Örebro stack han ut offensivt med bland annat fyra poäng. Foto: Johan Bernström / BILDBYRÅN Linus Arnesson är inne på sin tionde säsong i SHL. Frågan är om han någonsin spelat bättre än vad han gör just nu. I backpar med David Quenneville har Arnesson lyft sin lägsta nivå och är mer involverad i det offensiva spelet vilket gör honom delaktig över hela isen. Bubblare: Johannes Kinnvall Brynäs, Didrik Strömberg Timrå Forwards: Foto: Johan Löf / BILDBYRÅN När Brynäs skulle förvara sin 3-2 ledning borta mot Örebro i tisdags var Rödin på isen mer eller mindre nonstop under de avslutade fem minuterna. Av matchens sista fem och en halv minut spelade Rödin i hiskliga tre minuter och 45 sekunder. Och som han gjorde det. Matchen mot Örebro var för övrigt hans bästa för säsongen. Rödin följde upp den prestationen med en riktigt bra match mot Skellefteå i torsdags. När Rödin spelar som han gjort under den gångna veckan är han fortsatt en absolut toppspelare i SHL. I den så viktiga matchen mot Linköping i torsdags var Mastomäki en gigant. Hans arbetsinsats över hela banan är älskvärt och med sin förmågan att sätta det hårda jobbet och laget främst är han ovärderlig för Öreb",https://www.expressen.se/sport/blogg/sannylindstrom/,Expressen,sweden,political,elections,elections,,1,0
2022-11-26,Stor insats på Stegra – flera enheter på plats0:25,"arrow Aftonbladets app checkSnabbare checkMindre reklam checkBara de pushnotiser du vill Ett svårt skadat får hittades i januari i närheten av ett lantbruksgymnasium i Värmland. Det visade sig att en elev näst intill skurit halsen av fåret – och gömt yxan på elevhemmet. Nu döms han, rapporterar Värmlands Folkblad. Den 18-årige mannen förnekar brott, men kunde inte förklara varför en kniv och en yxa som hittades på hans rum i elevhemmet bar dna-spår från fåret. Trots att fåret skadats så allvarligt var det fortfarande vid när det hittades, tolv timmar efter dådet. Fåret tvingades senare avlivas. –Det är svårt att tänka sig ett större och mer utdraget lidande än det baggen utsatts för, sade rättens ordförande när domen meddelades, enligt VF. 18-åringen döms för grovt djurplågeri till ungdomsvård. En kvinna i 35-årsåldern har förts till sjukhus med allvarliga, men inte livshotande, skador efter en händelse på ett vårdboende i Flen. En man i 20-årsåldern, som också bor på boendet, har gripits av polis misstänkt för försök till mord. Polisen uppger att gripandet ska ha gått lugnt till. Platsen är avspärrad för teknisk undersökning, men händelsen påverkar inte allmänheten, enligt polisen. Minst elva personer har bekräftats omkomna efter tisdagskvällens brand på ett äldreboende i nordöstra Bosnien-Hercegovina, uppger lokala myndigheter. Ytterligare minst 30 skadade vårdas på onsdagsförmiddagen på sjukhus. Enligt lokala medier var många av de boende sjuka och sängliggande. Bland de skadade finns även brandmän och poliser. Läs mer här. Tio personer har blivit påkörda av en bil på ön Île d'Oléron, skriver franska medier. Fem personer har skadats och tre av dem ska vara allvarligt skadade, enligt Le Parisien. Mannen var i färd med att tända eld på fordonet när han greps av polis. Han är tidigare känd av polisen, enligt stadens borgmästare. Enligt tidiga uppgifter ska mannen ha ropat ""Allahu akbar"" innan händelsen. Belgiens premiärminister Bart De Wever kallar till ett akut reg",https://www.aftonbladet.se/nyheter/a/Rr77qd/aftonbladet-direkt?pinnedEntry=1421005,Aftonbladet,sweden,cultural,arts,governance,"arts,youth_culture",1,2
2022-11-26,DEBATT: Inte feminism att kräva gravida ministerns avgång,"S-profilen Margot Wallström kräver gravida klimatministern Romina Pourmokhtaris avgång eftersom hon inte deltar på klimattoppmötet i Brasilien. Ska en kvinna tvingas åsidosätta sin och sitt ofödda barns hälsa för att slippa kritik? skriver utrikesminister Maria Malmer Stenergard (M). Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Detta är en debattartikel. Det är skribenten som står för åsikterna i texten. DEBATT. Sverige är en stark röst och aktör för de globala ansträngningarna att minska utsläppen av växthusgaser. Tillsammans med EU har vi tagit en ledande roll i klimatarbetet genom att sätta pris på utsläpp, införa bindande klimatmål och anta lagstiftning som ska leda till att målen nås. Alla andra stora utsläppare behöver nu följa EU:s exempel. Det är inte bara en fråga för klimat- och miljöministern, utan för hela regeringen. Men i stället för att sätta fokus på klimatarbetet så har Socialdemokraterna, inte minst genom sin tidigare utrikesminister Margot Wallström, fått den inrikespolitiska debatten att handla om att klimat- och miljöministern Romina Pourmokhtari (L) inte åker på klimattoppmötet COP30 i Brasilien. Detta beror på att hon är gravid och har avråtts från att resa av sin barnmorska. I ett inlägg på X menade Wallström rentav att Pourmokhtari borde avgå och ”lämna plats åt någon med energi och vilja”. Att rikta kritik mot meningsmotståndare är vardagsmat i politiken. Men nog borde vi kunna förvänta oss mer av den före detta minister som lanserade den så kallade feministiska utrikespolitiken. Rimligtvis måste den feminismen också gälla på hemmaplan. Wallströms påhopp ställer ett par saker på sin spets. Ska en kvinna tvingas åsidosätta sin och sitt ofödda barns hälsa för att slippa kritik? Och är det vem som närvarar fysiskt på ett möte som räknas, eller är det resultaten som faktiskt spelar roll? När andra reagerar på Wallströms kvinnofientliga uttalande så svarar Wallström med att anklaga dem för ”tok-tolkningar” av hennes inlägg på ",https://www.expressen.se/debatt/debatt-inte-feminism-att-krava-gravida-ministerns-avgang/,Expressen,sweden,political,governance,"governance,foreign_policy","arts,work_culture",3,2
